"name","gender","ethnicity","isomerism","orientation","disability","year","domain","manwhitecisable","manwhitecis","manwhite","minoritized","poc"
"Wendell Mayes","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Roger Birnbaum","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Ludwig Göransson","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Justin Theroux","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Blanka Györfi-Tóth","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Vilma Szécsi","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Mila Kunis","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Susanna Fogel","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"David Iserson","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Brian Grazer","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Erica Huggins","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Tyler Bates","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Barry Peterson","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Natalie Portman","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Jennifer Jason Leigh","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Tessa Thompson","woman","black","cis","lgb","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Benedict Wong","man","asian","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Alex Garland","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jeff VanderMeer","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Eli Bush","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Andrew Macdonald","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Allon Reich","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Scott Rudin","man","white","cis","lgb","nondisabled",2018,"film",TRUE,TRUE,TRUE,TRUE,FALSE
"Viggo Mortensen","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Mahershala Ali","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Linda Cardellini","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Sebastian Maniscalco","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Peter Farrelly","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Nick Vallelonga","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Brian Hayes Currie","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Jim Burke","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Charles B. Wessler","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Kris Bowers","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Bryan Cranston","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Koyu Rankin","man","asian","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Edward Norton","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Bob Balaban","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Wes Anderson","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Roman Coppola","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jason Schwartzman","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Kunichi Nomura","man","asian","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeremy Dawson","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Steven Rales","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Tiffany Haddish","woman","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Tika Sumpter","woman","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Omari Hardwick","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Mehcad Brooks","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Tyler Perry","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Will Areu","man","latinx","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Mark E. Swinton","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Philip White","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Richard J. Vialet","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Larry Sexton","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Shailene Woodley","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Sam Claflin","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jeffrey Thomas","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Elizabeth Hawthorne","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Baltasar Kormákur","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Aaron Kandell","man","pacific","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Jordan Kandell","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"David Branson Smith","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Tami Ashcraft","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Susea McGearhart","woman","white","cis",NA,NA,2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"John Cena","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Kate McKinnon","woman","white","cis","lgb","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Bobby Cannavale","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jack Gore","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Carlos Saldanha","man","latinx","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Robert L. Baird","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Tim Federle","man","white","cis","lgb","nondisabled",2018,"film",TRUE,TRUE,TRUE,TRUE,FALSE
"Brad Copeland","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Ron Burch","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"David Kidd","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Taron Egerton","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jamie Foxx","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Ben Mendelsohn","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Eve Hewson","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Otto Bathurst","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Ben Chandler","man",NA,NA,NA,NA,2018,"film",NA,NA,NA,NA,NA
"David James Kelly","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Jennifer Davisson","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Leonardo DiCaprio","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Joseph Trapanese","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jay Chandrasekhar","man","asian","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Kevin Heffernan","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Steve Lemme","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Paul Soter","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Erik Stolhanske","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Richard Perello","man",NA,"cis","straight","nondisabled",2018,"film",NA,NA,NA,NA,NA
"Eagles of Death Metal","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Joe Collins","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Spencer Houck","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Cabot McMullen","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Joey King","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Julia Goldani Telles","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Jaz Sinclair","woman","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Annalise Basso","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Sylvain White","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"David Birke","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Victor Surge","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Bradley J. Fischer","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Robyn Meisinger","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"William Sherak","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Frances McDormand","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Woody Harrelson","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Sam Rockwell","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Caleb Landry Jones","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Martin McDonagh","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Graham Broadbent","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Peter Czernin","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Carter Burwell","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Ben Davis","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jon Gregory","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Anthony Gonzalez","man","latinx","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Gael García Bernal","man","latinx","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Benjamin Bratt","man","latinx","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Alanna Ubach","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Lee Unkrich","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Adrian Molina","man","latinx","cis","lgb","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Jason Katz","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Matthew Aldrich","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Darla K. Anderson","woman","white","cis","lgb","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Michael Giacchino","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Greg Cipes","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Scott Menville","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Khary Payton","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Tara Strong","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Aaron Horvath","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Peter Rida Michail","man","white","cis",NA,"nondisabled",2018,"film",TRUE,TRUE,TRUE,NA,FALSE
"Michael Jelenic","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jerry Siegel","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Joe Shuster","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Marv Wolfman","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Scott Shepherd","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Rosamund Pike","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Ava Cooper","woman","white","cis",NA,"nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Stella Cooper","woman","white","cis",NA,"nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Scott Cooper","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Donald E. Stewart","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Ken Kao","man","asian","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"John Lesher","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Max Richter","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Masanobu Takayanagi","man","asian","cis",NA,"nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Amandla Stenberg","woman","black","cis","lgb","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Regina Hall","woman","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Russell Hornsby","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Anthony Mackie","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"George Tillman Jr.","man","black","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Audrey Wells","woman","white","cis","straight","nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Angie Thomas","woman","black","cis",NA,"nondisabled",2018,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Marty Bowen","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Wyck Godfrey","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Robert Teitel","man","white","cis","straight","nondisabled",2018,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Robert Downey Jr.","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Chris Evans","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Mark Ruffalo","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Chris Hemsworth","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Anthony Russo","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Joe Russo","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Christopher Markus","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Stephen McFeely","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Stan Lee","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jack Kirby","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Donald Glover","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Beyoncé","woman","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Seth Rogen","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Chiwetel Ejiofor","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Jon Favreau","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jeff Nathanson","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Irene Mecchi","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Jonathan Roberts","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Linda Woolverton","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Karen Gilchrist","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Tom Hanks","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Tim Allen","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Annie Potts","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Tony Hale","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Josh Cooley","man",NA,"cis","straight","nondisabled",2019,"film",NA,NA,NA,NA,NA
"John Lasseter","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Andrew Stanton","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Valerie LaPointe","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Rashida Jones","woman","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Will McCormack","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Kristen Bell","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Idina Menzel","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Josh Gad","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jonathan Groff","man","white","cis","lgb","nondisabled",2019,"film",TRUE,TRUE,TRUE,TRUE,FALSE
"Chris Buck","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jennifer Lee","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Hans Christian Andersen","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Marc Smith","man","white","cis",NA,"nondisabled",2019,"film",TRUE,TRUE,TRUE,NA,FALSE
"Kristen Anderson-Lopez","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Robert Lopez","man","latinx","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Brie Larson","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Samuel L. Jackson","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Ben Mendelsohn","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jude Law","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Anna Boden","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Ryan Fleck","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Geneva Robertson-Dworet","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Nicole Perlman","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Meg LeFauve","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Kevin Feige","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Daisy Ridley","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"John Boyega","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Oscar Isaac","man","latinx","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Adam Driver","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"J.J. Abrams","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Chris Terrio","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Derek Connolly","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Colin Trevorrow","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"George Lucas","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Kathleen Kennedy","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Tom Holland","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Samuel L. Jackson","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Jake Gyllenhaal","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Marisa Tomei","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Jon Watts","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Chris McKenna","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Erik Sommers","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Stan Lee","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Steve Ditko","man","white","cis",NA,"nondisabled",2019,"film",TRUE,TRUE,TRUE,NA,FALSE
"Kevin Feige","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Will Smith","man","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Mena Massoud","man","middleeast","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Naomi Scott","woman","asian","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Marwan Kenzari","man","middleeast","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Guy Ritchie","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"John August","man","white","cis","lgb","nondisabled",2019,"film",TRUE,TRUE,TRUE,TRUE,FALSE
"Jonathan Eirich","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Dan Lin","man","asian","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Alan Menken","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Alan Stewart","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Joaquin Phoenix","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Robert De Niro","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Zazie Beetz","woman","black","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,TRUE
"Frances Conroy","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"Todd Phillips","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Scott Silver","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Bob Kane","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Bill Finger","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jerry Robinson","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Bradley Cooper","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
"Jessica Chastain","woman","white","cis","straight","nondisabled",2019,"film",FALSE,FALSE,FALSE,TRUE,FALSE
"James McAvoy","man","white","cis","straight","nondisabled",2019,"film",TRUE,TRUE,TRUE,FALSE,FALSE
